"Id","Name","Phone","Address","Hours","Location","Reviews count","Category","Total score","website","Claimed","Latitude","Longitude","Place id","Cid","Featured Image","Review URL"
"11","A TO Z COMPUTERS SALES & SERVICES","","Shop No.1, Suyojana Hos. Soc, opp. Patil Plaza, Vese Mala, Canada Corner, Nashik, Maharashtra 422005","Tuesday:[11 am–9:30 pm],Wednesday:[11 am–9:30 pm],Thursday:[11 am–9:30 pm],Friday:[11 am–9:30 pm],Saturday:[11 am–9:30 pm],Sunday:[11 am–9:30 pm],Monday:[11 am–9:30 pm]","https://www.google.com/maps?cid=5262475055864966685","53","Electronics store","5","null","yes","20.0038754","73.7681301","ChIJI5zB3Hjr3TsRHW4veC4RCEk","0x3bddeb78dcc19c23:0x4908112e782f6e1d","https://lh5.googleusercontent.com/p/AF1QipNjMOpAA4AuS6jXBfO9g8yWJZVgts9_rO0-8qXL","https://search.google.com/local/reviews?placeid=ChIJI5zB3Hjr3TsRHW4veC4RCEk&q=electronic+waste+in+nashik&authuser=0&hl=en&gl=IN"
"12","RAJ ENTERPRISES - Mobile, Computer, Laptop, Tablets (Sales, Service & Repair)","09028881090","Pavan Nagar Water Tank, RAJ ENTERPRISES, Shop No.:- 4, Raj-Ratna Nagar Bus Stop New, Road, Pawan Nagar, Nashik, Maharashtra 422009","Tuesday:[10 am–10 pm],Wednesday:[10 am–10 pm],Thursday:[10 am–10 pm],Friday:[10 am–10 pm],Saturday:[10 am–10 pm],Sunday:[10 am–10 pm],Monday:[10 am–10 pm]","https://www.google.com/maps?cid=9297211986446352398","48","Mobile phone repair shop,Cell phone accessory store,Commercial real estate agency,Computer repair service,Computer store,Electronics store,Mobile home dealer,Used computer store","4.3","null","yes","19.9724933","73.7555725","ChIJZ_mqtl3r3TsRDoCj_QpVBoE","0x3bddeb5db6aaf967:0x8106550afda3800e","https://lh5.googleusercontent.com/p/AF1QipM8o2gebrqV9exEpdWvsYOEqPFVJw08aYVutfX5","https://search.google.com/local/reviews?placeid=ChIJZ_mqtl3r3TsRDoCj_QpVBoE&q=electronic+waste+in+nashik&authuser=0&hl=en&gl=IN"
"13","sadguru electronics","09156204433","shop no 1 swarajya chowk, Nashik Road, Nashik, Maharashtra 422214","Tuesday:[9:30 am–9 pm],Wednesday:[9 am–9:30 pm],Thursday:[9:30 am–9 pm],Friday:[9 am–9 pm],Saturday:[9:30 am–9 pm],Sunday:[9:30 am–9 pm],Monday:[9:30 am–9 pm]","https://www.google.com/maps?cid=16180373114582757356","31","Electronics repair shop","5","null","yes","19.9627278","73.8538023","ChIJ0bqmWr7B3TsR7G_80547jOA","0x3bddc1be5aa6bad1:0xe08c3b9ed3fc6fec","https://lh5.googleusercontent.com/p/AF1QipP9OmHl6fNK5QcTEjSMY3dO1A4q3fI7-FrZEzhJ","https://search.google.com/local/reviews?placeid=ChIJ0bqmWr7B3TsR7G_80547jOA&q=electronic+waste+in+nashik&authuser=0&hl=en&gl=IN"
"14","Laptop garage","09422253672","S9, Rajvee Enclave, Gangapur Rd, near Old NMC Building, New Pandit Colony, Nashik, Maharashtra 422002","Tuesday:[10 am–7 pm],Wednesday:[10 am–7 pm],Thursday:[10 am–7 pm],Friday:[10 am–7 pm],Saturday:[10 am–7 pm],Sunday:[Closed],Monday:[10 am–7 pm]","https://www.google.com/maps?cid=8399306801023457334","38","Computer repair service","5","null","yes","20.0037852","73.77550939999999","ChIJ66JghMHr3TsRNpiGughVkHQ","0x3bddebc18460a2eb:0x74905508ba869836","https://lh5.googleusercontent.com/p/AF1QipO5oSOVQ9hvl4ICA0SEQnra_gs0tYKhiC1JbjUC","https://search.google.com/local/reviews?placeid=ChIJ66JghMHr3TsRNpiGughVkHQ&q=electronic+waste+in+nashik&authuser=0&hl=en&gl=IN"
"15","UUSHA INFOTECH","09422251208","Shop No 5, Damodar Chambers, Old, Kanherewadi, CBS, Shalimar, Nashik, Maharashtra 422001","Tuesday:[10 am–8:30 pm],Wednesday:[10 am–8:30 pm],Thursday:[10 am–8:30 pm],Friday:[10 am–8:30 pm],Saturday:[Closed],Sunday:[Closed],Monday:[10 am–8:30 pm]","https://www.google.com/maps?cid=483807990990046594","101","Computer store,Computer repair service","4.3","null","yes","20.0001702","73.783146","ChIJIw3KZgjr3TsRggV18s3UtgY","0x3bddeb0866ca0d23:0x6b6d4cdf2750582","https://lh5.googleusercontent.com/p/AF1QipOANr0kkVedDXC8bNRa1XlRqARo2Mv3oJO6C8ot","https://search.google.com/local/reviews?placeid=ChIJIw3KZgjr3TsRggV18s3UtgY&q=electronic+waste+in+nashik&authuser=0&hl=en&gl=IN"
"16","SHRIRAJ COMPUTERS","07745075986","SHOP NO.1, SARVESH APPARTMENT, Ambad CIDCO Link Rd, behind Pawan Nagar Playground, Rajratna Nagar, Pawan Nagar, Nashik, Maharashtra 422009","Tuesday:[10:15 am–8 pm],Wednesday:[10:15 am–8 pm],Thursday:[10:15 am–8 pm],Friday:[10:15 am–8 pm],Saturday:[10:15 am–8 pm],Sunday:[10:15 am–8 pm],Monday:[10:15 am–8 pm]","https://www.google.com/maps?cid=13544298032395369912","63","Computer store","4.9","shrirajtechnology.com","yes","19.9732433","73.7547783","ChIJxbnoLHLt3TsRuL3yuEwD97s","0x3bdded722ce8b9c5:0xbbf7034cb8f2bdb8","https://lh5.googleusercontent.com/p/AF1QipOX447jH4ccaDSsENZqmeTcj3AqFKiYFimT_k1x","https://search.google.com/local/reviews?placeid=ChIJxbnoLHLt3TsRuL3yuEwD97s&q=electronic+waste+in+nashik&authuser=0&hl=en&gl=IN"
"17","Uttam Electronics","08007287898","Shop No 1 And 2, Shubhmangal Apartment, Sharanpur Link Rd, opp. Saint Andrew's Church, Anandwan Colony, Canada Corner, Nashik, Maharashtra 422005","Tuesday:[10 am–9 pm],Wednesday:[10 am–9 pm],Thursday:[10 am–9 pm],Friday:[10 am–9 pm],Saturday:[10 am–9 pm],Sunday:[10 am–9 pm],Monday:[10 am–9 pm]","https://www.google.com/maps?cid=3494386979037780905","114","Electronics store,Air conditioning store,Appliance store,Electronics wholesaler,Home theater store,Refrigerator store,Wholesaler household appliances","4.1","uttamelectronics.com","yes","20.0001809","73.7687449","ChIJS7yUqKDr3TsRqRtMgXGOfjA","0x3bddeba0a894bc4b:0x307e8e71814c1ba9","https://lh5.googleusercontent.com/p/AF1QipPWSkouX-NjUx7N9xqtzXoMh7X3_5wVRnveg2I","https://search.google.com/local/reviews?placeid=ChIJS7yUqKDr3TsRqRtMgXGOfjA&q=electronic+waste+in+nashik&authuser=0&hl=en&gl=IN"
"18","Shivam Sales & Services- Laptop Repairing Center","09657458717","Shop no 5 basement, Suyojit trade center, Sharanpur Rd, behind saraswat bank, opp. Rajiv Gandhi Bhavan Road, Old Pandit Colony, Pandit Colony, Nashik, Maharashtra 422002","Tuesday:[10:30 am–8 pm],Wednesday:[10:30 am–8 pm],Thursday:[10:30 am–8 pm],Friday:[10:30 am–8 pm],Saturday:[10:30 am–8 pm],Sunday:[10:30 am–8 pm],Monday:[10:30 am–8 pm]","https://www.google.com/maps?cid=15255242960934040601","159","Computer repair service,Computer service,Repair service,Used computer store","4.8","null","yes","20.001458799999998","73.7765137","ChIJu3eUx6Dr3TsRGXTAsKWCtdM","0x3bddeba0c79477bb:0xd3b582a5b0c07419","https://lh5.googleusercontent.com/p/AF1QipO8XigKxxG_twjsq-DUHlK5hzIRQD99cjUU3s7a","https://search.google.com/local/reviews?placeid=ChIJu3eUx6Dr3TsRGXTAsKWCtdM&q=electronic+waste+in+nashik&authuser=0&hl=en&gl=IN"
"19","P S Enterprises (NATE & SONS)","09890382071","Near N-42-JC-2/19/1, Raigad Chowk, Savata Nagar, Nashik, Maharashtra 422008, Raigad. Chwok, Maharashtra 422009","Tuesday:[10 am–7 pm],Wednesday:[10 am–7 pm],Thursday:[10 am–7 pm],Friday:[10 am–7 pm],Saturday:[10 am–7 pm],Sunday:[Closed],Monday:[10 am–7 pm]","https://www.google.com/maps?cid=932798026705216035","7","Electronics repair shop","4.4","null","yes","19.9772338","73.7566006","ChIJI_RCwXvr3TsRIyLz9Nz28Qw","0x3bddeb7bc142f423:0xcf1f6dcf4f32223","https://lh5.googleusercontent.com/p/AF1QipPspD0Ee8EacjGfrDzodLs2OGFdkOBHMmjYTss","https://search.google.com/local/reviews?placeid=ChIJI_RCwXvr3TsRIyLz9Nz28Qw&q=electronic+waste+in+nashik&authuser=0&hl=en&gl=IN"
"20","Manas Computers, Ashok Stambh, Nashik","09822526394","Shop No 5, Anant Chambers Basement, near Dholya Ganpati Mandir, Ashok Stambh, Nashik, Maharashtra 422001","Tuesday:[11 am–9 pm],Wednesday:[11 am–9 pm],Thursday:[11 am–9 pm],Friday:[11 am–9 pm],Saturday:[11 am–9 pm],Sunday:[Closed],Monday:[11 am–9 pm]","https://www.google.com/maps?cid=18104903680057767091","17","Computer repair service","4.6","null","yes","20.0071896","73.784442","ChIJm9yNqRrr3TsRs3SBHvmJQfs","0x3bddeb1aa98ddc9b:0xfb4189f91e8174b3","https://lh5.googleusercontent.com/p/AF1QipNLaMAttp_HWumEM9XXFsO_6kLbBalDjywFgovm","https://search.google.com/local/reviews?placeid=ChIJm9yNqRrr3TsRs3SBHvmJQfs&q=electronic+waste+in+nashik&authuser=0&hl=en&gl=IN"
