"Id","Name","Phone","Address","Hours","Location","Reviews count","Category","Total score","website","Claimed","Latitude","Longitude","Place id","Cid","Featured Image","Review URL"
"11","Envirocare E-waste","","Plot no 4, office no 3, Station Rd, opp. Hanjar hall, Jogeshwari West, Mumbai, Maharashtra 400102","Tuesday:[8 am–3 am],Wednesday:[8 am–3 am],Thursday:[8 am–3 am],Friday:[8 am–3 am],Saturday:[Closed],Sunday:[Closed],Monday:[8 am–3 am]","https://www.google.com/maps?cid=15723282594669041748","13","Recycling center","5","envirocareindia.co.in","yes","19.1363964","72.8483864","ChIJuayYQyG35zsRVJhU3jZSNNo","0x3be7b7214398acb9:0xda345236de549854","https://lh5.googleusercontent.com/p/AF1QipMHo981ktKkZuELIRnDnYAQ27B1EA6LXX-u62lY","https://search.google.com/local/reviews?placeid=ChIJuayYQyG35zsRVJhU3jZSNNo&q=e+waste+in+palghar&authuser=0&hl=en&gl=IN"
"12","Mahavir electronic waste recycling store.","09619762173","Mithaghar Rd, Jaihind Colony, Tata Colony, Mulund East, Mumbai, Maharashtra 400081","Tuesday:[8:30 am–10 pm],Wednesday:[8:30 am–10 pm],Thursday:[8:30 am–10 pm],Friday:[8:30 am–10 pm],Saturday:[8:30 am–10 pm],Sunday:[8:30 am–10 pm],Monday:[8:30 am–10 pm]","https://www.google.com/maps?cid=16165008923845503192","63","Recycling center,Electronics Company,Garbage collection service,Recycling drop-off location,Salvage yard,Kabadiwala & Scrap Merchant","4.9","null","yes","19.1605265","72.9572141","ChIJbdo2aTu55zsR2KjUaPilVeA","0x3be7b93b6936da6d:0xe055a5f868d4a8d8","https://lh5.googleusercontent.com/p/AF1QipOWO77Fr0yi5DsAeg9DvXvJJgof3QhDPkto13qu","https://search.google.com/local/reviews?placeid=ChIJbdo2aTu55zsR2KjUaPilVeA&q=e+waste+in+palghar&authuser=0&hl=en&gl=IN"
"13","E Waste Recycling India","09769077008","Madina Manzil, Kedarmal Rd, near Asha Amar Building, Malad, Malad (E, Mumbai, Maharashtra 400097","Tuesday:[8 am–8 pm],Wednesday:[8 am–8 pm],Thursday:[8 am–8 pm],Friday:[8 am–8 pm],Saturday:[8 am–8 pm],Sunday:[8 am–8 pm],Monday:[8 am–8 pm]","https://www.google.com/maps?cid=18136902446590780114","47","Recycling center","4.7","ewasterecyclingindia.com","yes","19.185018499999998","72.852919","ChIJz1gTlQK35zsR0uL0hq44s_s","0x3be7b702951358cf:0xfbb338ae86f4e2d2","https://lh5.googleusercontent.com/p/AF1QipMYkobnyYNhz-WvXzu_nawixUxTlzbsCCDkrncZ","https://search.google.com/local/reviews?placeid=ChIJz1gTlQK35zsR0uL0hq44s_s&q=e+waste+in+palghar&authuser=0&hl=en&gl=IN"
"14","E-WASTE IS ENTERPRISE","","Chinchoti, Maharashtra 401208","","https://www.google.com/maps?cid=8972545788911320169","2","Waste management service","5","business.site","yes","19.3889833","72.9059027","ChIJITPLPN6l5zsRaXz8PtvihHw","0x3be7a5de3ccb3321:0x7c84e2db3efc7c69","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid","https://search.google.com/local/reviews?placeid=ChIJITPLPN6l5zsRaXz8PtvihHw&q=e+waste+in+palghar&authuser=0&hl=en&gl=IN"
"15","Mahavir Electronic Waste Buyer","08779596491","Office, 9, Mithaghar Rd, Jeevan Nagar, LIC Housing Colony, Mulund East, Mumbai, Maharashtra 400081","","https://www.google.com/maps?cid=16537339844839356660","64","Waste management service","4.9","null","no","19.164443","72.956052","ChIJoQLGq_O45zsR9DiQZfhugOU","0x3be7b8f3abc602a1:0xe5806ef8659038f4","https://lh5.googleusercontent.com/p/AF1QipNDwxZNmlaTz4ir-pOlFDu-YquZA37FKABV73Xy","https://search.google.com/local/reviews?placeid=ChIJoQLGq_O45zsR9DiQZfhugOU&q=e+waste+in+palghar&authuser=0&hl=en&gl=IN"
"16","e-waste & old paper mart","09820926240","Mithaghar Rd, Patil Nagar, LIC Housing Colony, Mulund East, Mumbai, Maharashtra 400081","Tuesday:[9 am–10 pm],Wednesday:[9 am–10 pm],Thursday:[9 am–10 pm],Friday:[9 am–10 pm],Saturday:[9 am–10 pm],Sunday:[9 am–10 pm],Monday:[9 am–10 pm]","https://www.google.com/maps?cid=13392555041396402601","179","Waste management service,Kabadiwala & Scrap Merchant","4.9","null","no","19.1672612","72.95343609999999","ChIJt4qXYPG45zsRqalMddrp27k","0x3be7b8f160978ab7:0xb9dbe9da754ca9a9","https://lh5.googleusercontent.com/p/AF1QipMXnIGQVNRAFNWQpqn7BU9AAcZ1X2_4y3y7ESQB","https://search.google.com/local/reviews?placeid=ChIJt4qXYPG45zsRqalMddrp27k&q=e+waste+in+palghar&authuser=0&hl=en&gl=IN"
"17","ANCUS INDIA REPROCESSING PVT LTD | E WASTE RECYCLING COMPANY","07028617402","Unit no. 226, Shree Krishna Industrial CSL, on, Western Express Hwy, next to Dahisar Toll Naka, beside CNG Pump, Diamond Industrial Estate, Dahisar East, Mumbai, Maharashtra 400068","Tuesday:[11 am–9 pm],Wednesday:[11 am–9 pm],Thursday:[11 am–9 pm],Friday:[11 am–9 pm],Saturday:[11 am–9 pm],Sunday:[Closed],Monday:[11 am–9 pm]","https://www.google.com/maps?cid=15470697171269339984","20","Recycling center,Recycling drop-off location","4.8","ancusindia.com","yes","19.2563551","72.8717927","ChIJC4OkWgOx5zsRUEsmKRz1stY","0x3be7b1035aa4830b:0xd6b2f51c29264b50","https://lh5.googleusercontent.com/p/AF1QipPtudoA2ToAw16Q9-f9-YkbBrYB9qW5GlT1XObb","https://search.google.com/local/reviews?placeid=ChIJC4OkWgOx5zsRUEsmKRz1stY&q=e+waste+in+palghar&authuser=0&hl=en&gl=IN"
"18","Right Ewaste Recycle Private Limited","07738389606","Bldg no. C-01, 1st floor ,Antariksh Logidrome, S. No.40/2/C,40/3,Village - Aamne, Bhiwandi, Maharashtra 421302","Tuesday:[10 am–6 pm],Wednesday:[10 am–6 pm],Thursday:[10 am–6 pm],Friday:[10 am–6 pm],Saturday:[10 am–6 pm],Sunday:[Closed],Monday:[10 am–6 pm]","https://www.google.com/maps?cid=4796094063818255697","3","Recycling center","5","rightewaste.com","yes","19.3284214","73.1579059","ChIJ5SHij0iX5zsRUS0_5yMmj0I","0x3be797488fe221e5:0x428f2623e73f2d51","https://lh5.googleusercontent.com/p/AF1QipOlHkRDnBr8J1gvz079pHMWfEKf69nAs_BR_Wya","https://search.google.com/local/reviews?placeid=ChIJ5SHij0iX5zsRUS0_5yMmj0I&q=e+waste+in+palghar&authuser=0&hl=en&gl=IN"
"19","The Recycling Company","08097808878","D-402 Remi Bizcourt, Off Veera Desai Rd, opposite SUPREME CHAMBERS, near Yash Raj Studios, Andheri, Maharashtra 400053","Tuesday:[9:30 am–5:30 pm],Wednesday:[9:30 am–5:30 pm],Thursday:[9:30 am–5:30 pm],Friday:[9:30 am–5:30 pm],Saturday:[9:30 am–5:30 pm],Sunday:[Closed],Monday:[9:30 am–5:30 pm]","https://www.google.com/maps?cid=11462241851297758440","31","Waste management service,Recycling center","4.9","threco.com","yes","19.134621499999998","72.8368569","ChIJT8yLw6K35zsR6Pw39DsQEp8","0x3be7b7a2c38bcc4f:0x9f12103bf437fce8","https://lh5.googleusercontent.com/p/AF1QipOlFGb8ZJakp6aAI_6gwfUQkPfqOW7Q65EDR3xQ","https://search.google.com/local/reviews?placeid=ChIJT8yLw6K35zsR6Pw39DsQEp8&q=e+waste+in+palghar&authuser=0&hl=en&gl=IN"
"20","Navkar Recycling Private Limited","07709531396","Ground Floor ,Shop No 60, Mulund - Goregaon Link Rd, opp. Runwal Green Tower, opp. Ramkrushna Hotel, Nahur West, Industrial Area, Mulund West, Mumbai, Maharashtra 400080","Tuesday:[10 am–7 pm],Wednesday:[10 am–7 pm],Thursday:[10 am–7 pm],Friday:[10 am–7 pm],Saturday:[10 am–7 pm],Sunday:[Closed],Monday:[10 am–7 pm]","https://www.google.com/maps?cid=5898218401091117970","16","Recycling center","5","navkarrecycling.com","yes","19.1622116","72.9428691","ChIJmdWePMa55zsRkmO1vGKu2lE","0x3be7b9c63c9ed599:0x51daae62bcb56392","https://lh5.googleusercontent.com/p/AF1QipPZPVMXOnPK83knF3tzGzaBwXkj5OXg2q3L3Gyk","https://search.google.com/local/reviews?placeid=ChIJmdWePMa55zsRkmO1vGKu2lE&q=e+waste+in+palghar&authuser=0&hl=en&gl=IN"
